id;city;country;country_id;type_of_violence;event_UCDP_id;weapon/method;side_a;side_a_identity;side_a_gender;side_a_age;side_b;side_b_identity;side_b_gender;side_b_age;additional actors;cr_clarity;clarity_comment;sources;sources_original;date_start;date_end;date_precision;time;where;neighborhood/area;lattitude;longitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;injuries_total;injuries_a;injuries_b;injuries_others;injuries_unknown;injuries_comment
BEL00031401_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;26;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Little information available. Likely a paramilitary punishment attack. Thus, event coded at CR3. ;"Irish Times, ""Incidents since last Friday,"" 16 March 2000";;2000-03-14;2000-03-14;1;unknown;Ballysillan, north Belfast;;54,629505;-5,965621;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00031901_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;21;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Belfast shooting blamed on UDA,"" 21 March 2000";;2000-03-19;2000-03-19;1;11:00 p.m.;in an entry at the rear of Parkmount Parade in the Greencastle area, north Belfast;;54,640563;-5,925598;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00033001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Belfast News Letter, ""Ordeal for shooting victim,"" 1 April 2000";;2000-03-30;2000-03-30;1;10:00 p.m.;Norglen Parade, Turf Lodge, west Belfast.;;54,590638;-5,989252;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00040801_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20s;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (IRA suspected), but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Four injured in punishment attacks.,"" 10 April 2000";;2000-04-08;2000-04-08;1;03:00 a.m.;Hillman Street, New Lodge Road area, north Belfast ;;54,613234;-5,933177;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00040802_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (iron bar);unknown;unknown;unknown;unknown;civilians;unknown;2 men;18, 22;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Four injured in punishment attacks.,"" 10 April 2000";;2000-04-08;2000-04-08;1;2:30 a.m.;Divismore Park, in the Springfield Road area, west Belfast;;54,596857;-5,983208;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;2;0;2;0;0;
BEL00041701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 boy;17;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown (IRA suspected), but method and target strongly suggest conflict related event. Thus coded at CR2;"Belfast News Letter, ""Youth shot in both feet,"" 18 April 2000";;2000-04-17;2000-04-17;1;01:00 p.m.;back of Westrock Place, Whiterock area, west Belfast;;54,593317;-5,974543;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00042301_00;Belfast;United Kingdom ;200;attack;n/a;blunt instrument (sewer rods);unknown;unknown;unknown;unknown;civilians;unknown;1 boy;17;police officers;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""RUC officers injured in attempt to stop beating,"" 25 April 2000";;2000-04-23;2000-04-23;1;evening; Cranbrook Gardens in the Oldpark area, north Belfast;;54,616383;-5,963009;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;3;0;1;2;0;2 police officers also injured
BEL00042501_00;Belfast;United Kingdom ;200;violent abduction;n/a;without weapon/melee (beating);unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man (20) is abducted and beaten in paramilitary-style attack in Belfast,"" 26 April 2000";;2000-04-25;2000-04-25;1;02:20 a.m.;Jamaica Inn public house, Ardoyne, north Belfast;;54,616154;-5,954977;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00042601_00;Belfast;United Kingdom ;200;attack;n/a;gunfire, without weapon/melee (beating);unknown;unknown;unknown;unknown;civilians;unknown;2 boys;15, 17;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Spate of shootings in Belfast,"" 27 April 2000";;2000-04-26;2000-04-26;1;06:30 p.m.;Woodvale area, north Belfast;;54,60840316;-5,963076349;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0;
BEL00042501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;5 men;unknown;civilians;unknown;1 man;28;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Spate of shootings in Belfast,"" 27 April 2000";;2000-04-25;2000-04-25;1;07:30 p.m.;Rathcoole estate, north Belfast;;54,659617;-5,914186;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00050701_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;21;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Reuters News, ""Two men injured in shootings in N.Ireland-police,"" 8 May 2000; Irish Times, ""Two men shot in Belfast,"" 9 May 2000";police;2000-05-07;2000-05-07;1;night;Roden Street area, south Belfast;;54,594011;-5,949159;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00050702_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;28;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Reuters News, ""Two men injured in shootings in N.Ireland-police,"" 8 May 2000; Irish Times, ""Two men shot in Belfast,"" 9 May 2000";;2000-05-07;2000-05-07;1;10:30 p.m.;Newtownabbey, north Belfast;;54,657878;-5,922916;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00051101_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;54;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"BBC Monitoring, ""Man wounded in Northern Ireland punishment shooting,"" 11 May 2000";police;2000-05-11;2000-05-11;1;unknown;Roden Street, south Belfast;;54,594011;-5,949159;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00051001_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;2 men;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Belfast man shot in the arms and legs,"" 12 May 2000";police;2000-05-10;2000-05-10;1;night;Symons Street, south Belfast;;54,591123;-5,949979;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00052101_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;men;unknown;civilians;unknown;1 man;33;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man shot in leg in Belfast,"" 22 May 2000";;2000-05-21;2000-05-21;1;01:00 p.m.;Limestone Road, Donegall Park Avenue, north Belfast;;54,61607;-5,931658;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00052601_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;LVF;loyalist;unknown;unknown;UVF;Protestant;1 man;35;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;Sutton/CAIN;;2000-05-26;2000-05-26;1;unknown;Silverstream Park, Ballysillan, Belfast;;54,627038;-5,968483;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL00052901_00;Belfast;United Kingdom ;200;assassination/murder;n/a;gunfire;Republican;republican;unknown;unknown;civilians;Catholic;1 man;28;no;1: high –e.g. it involves the formal former warring parties and/or a clear statement is made by those involved tying it to the war;Event clearly follows along the conflict identity lines, and/or includes a verified perpetrator group. Thus, event coded at CR1.;Sutton/CAIN;;2000-05-29;2000-05-29;1;unknown;Motte 'n' Bailey Bar, Kingsway, Dunmurry, south Belfast;;54,549487;-6,008263;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0;
BEL00061301_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Three men injured in `punishment' attacks,"" 14 June 2000";;2000-06-13;2000-06-13;1;07:00 p.m.;Tynan Drive, Monkstown, north Belfast;;54,688478;-5,90695;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00061302_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;2 men;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Three men injured in `punishment' attacks,"" 14 June 2000";;2000-06-13;2000-06-13;1;07:20 p.m.;Doagh Road, north Belfast;;54,693838;-5,938742;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0;
BEL00061901_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Unclear circumstances, possibly a punishment attack, given method and target. Thus coded at CR2;"Irish Times, ""Man injured in Belfast shoot-out,"" 19 June 2000";;2000-06-19;2000-06-19;1;09:30 p.m.;Orkney Street, east Belfast;;54,606546;-5,956389;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00061902_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man injured in Belfast shoot-out,"" 19 June 2000";;2000-06-19;2000-06-19;1;09:30 p.m.;Woodside View, Poleglass, west Belfast;;54,557564;-6,030378;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00062101_00;Belfast;United Kingdom ;200;attack;n/a;explosives (bomb);unknown;unknown;unknown;unknown;civilians;unknown;2 men;30s, 50s;no;3: low –there is some reason to believe it is conflict-related, e.g. based on group identities, but no clear statements or evidence;Unclear circumstances, but possibly conflict-related event due to the method. Thus event is coded CR3.;"Belfast News Letter, ""Man and son hurt in blast.,"" 22 June 2000";;2000-06-21;2000-06-21;1;01:00 p.m.;Glenalina Crescent, Ballymurphy, west Belfast;;54,593037;-5,983418;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;2;0;2;0;0;
BEL00062201_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;36;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"Irish Times, ""Man shot in hand as `punishment',"" 23 June 2000";;2000-06-22;2000-06-22;1;night;Taughmonagh area, south Belfast;;54,560689;-5,971939;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0;
BEL00062501_00;Belfast;United Kingdom ;200;attack;n/a;gunfire;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;2: medium –circumstances strongly suggest it is conflict-related, and/or unverified statements by other actors than those primarily involved in the violence ;Perpetrator unknown, but method and target strongly suggest conflict related event. Thus coded at CR2;"The Herald, ""Man shot in Belfast,"" 26 June 2000";police;2000-06-25;2000-06-25;1;night;Ballymurphy Road, west Belfast;;54,592576;-5,981617;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;1;0;1;0;0;
